Order_id,Order_Date,Product_Name,Category,Region,Quantity,Sales,Profit,Country,Customer_Name,State,sub_category,discount,segment
172588,20-09-2023,Headphones,Accessories,East,4,804,121.51,UK,John Anderson,Delhi,Tables,0.2,Consumer
462147,25-05-2023,Laptop,Electronics,North,8,1224,246.77,Australia,David Patel,California,Accessories,0.15,Consumer
218777,04-12-2022,Headphones,Accessories,South,9,8667,781.78,Australia,Michael Sharma,Texas,Tables,0.1,Consumer
906303,10-06-2022,Monitor,Accessories,West,3,3018,320.11,Australia,Rahul Thomas,New South Wales,Phones,0.1,Home Office
888777,05-02-2023,Laptop,Electronics,West,5,4325,1023.39,India,Rahul Anderson,Uttar Pradesh,Binders,0,Home Office
555789,20-01-2024,Laptop,Electronics,South,3,1557,181.08,Australia,Sophia Thomas,New South Wales,Tables,0.1,Home Office
879322,27-01-2022,Monitor,Accessories,South,6,3672,1002.5,USA,Priya Smith,Texas,Binders,0.05,Corporate
960113,29-03-2023,Mouse,Accessories,West,1,333,72.34,India,Emma Patel,Florida,Tables,0.2,Home Office
322721,17-01-2022,Headphones,Accessories,West,4,2384,577.26,Australia,David Thomas,Uttar Pradesh,Chairs,0.05,Home Office
430262,26-11-2024,Mouse,Accessories,West,6,888,210.39,Australia,Amit Brown,Florida,Paper,0.2,Home Office
812253,19-09-2024,Laptop,Electronics,West,5,3280,954.17,USA,Michael Johnson,Uttar Pradesh,Chairs,0.05,Corporate
704458,20-07-2023,Mouse,Accessories,South,7,1239,177.39,USA,Olivia Johnson,Texas,Chairs,0.3,Home Office
965980,03-05-2024,Headphones,Accessories,East,8,5880,436.85,India,David Sharma,New South Wales,Paper,0.2,Consumer
229040,03-09-2022,Smartphone,Electronics,West,2,1668,437.3,UK,Sophia Brown,Florida,Phones,0.15,Home Office
831558,09-07-2024,Printer,Office,West,7,4109,1037.64,Canada,Priya Brown,London,Accessories,0.2,Corporate
655745,17-11-2022,Smartwatch,Electronics,West,7,595,148.5,India,David Sharma,Uttar Pradesh,Paper,0.05,Consumer
605194,28-12-2023,Headphones,Accessories,East,7,8155,1587.91,USA,Olivia Johnson,Punjab,Binders,0.15,Home Office
978338,30-05-2022,Monitor,Accessories,South,3,1872,553.1,Australia,Rahul Smith,Punjab,Accessories,0,Home Office
119840,17-04-2024,Smartwatch,Electronics,East,6,2124,126.03,India,David Taylor,California,Accessories,0.2,Corporate
110303,30-09-2024,Monitor,Accessories,West,5,5210,1338.8,Australia,David Taylor,Florida,Chairs,0,Home Office
682093,02-06-2024,Mouse,Accessories,South,7,5761,362.48,India,Sneha Anderson,Florida,Paper,0,Consumer
826725,26-09-2022,Headphones,Accessories,South,7,6895,1596.35,USA,Sophia Brown,Ontario,Tables,0.2,Corporate
414431,17-12-2024,Smartwatch,Electronics,East,3,2118,317.08,Australia,Emma Anderson,London,Binders,0.15,Corporate
776936,09-10-2024,Smartwatch,Electronics,North,5,830,58.28,USA,Amit Johnson,London,Binders,0.05,Home Office
447259,14-07-2023,Smartwatch,Electronics,North,1,851,93.56,USA,Rahul Brown,London,Tables,0,Consumer
462381,05-12-2023,Tablet,Electronics,East,5,4730,1365.63,UK,Olivia Johnson,Delhi,Accessories,0.05,Consumer
378338,03-06-2022,Mouse,Accessories,West,6,5460,845.75,UK,Rahul Patel,London,Phones,0.1,Consumer
710407,28-12-2024,Headphones,Accessories,East,5,5795,310.6,USA,John Anderson,California,Phones,0,Corporate
356582,06-08-2022,Laptop,Electronics,South,4,2008,338.44,USA,Sneha Johnson,Punjab,Phones,0.2,Corporate
452339,06-06-2023,Mouse,Accessories,South,7,2842,425.24,Canada,Emma Taylor,Florida,Chairs,0.2,Home Office
623799,01-02-2024,Mouse,Accessories,East,4,3404,392.22,Canada,Michael Sharma,New South Wales,Chairs,0.1,Home Office
407609,31-05-2023,Smartwatch,Electronics,West,1,1065,228.63,USA,Emma Brown,Uttar Pradesh,Accessories,0.15,Corporate
754053,14-06-2024,Tablet,Electronics,West,7,2149,121.69,USA,Olivia Taylor,New South Wales,Phones,0.2,Corporate
886608,14-08-2024,Keyboard,Accessories,East,8,5912,1143.04,Australia,Sophia Sharma,Delhi,Paper,0.05,Corporate
203817,01-02-2023,Mouse,Accessories,West,3,3348,331.28,Australia,Michael Brown,Uttar Pradesh,Chairs,0.3,Home Office
453864,28-04-2024,Smartphone,Electronics,South,3,2409,531.79,USA,Rahul Patel,Maharashtra,Accessories,0.15,Corporate
750650,05-04-2024,Tablet,Electronics,North,2,328,39.51,USA,Olivia Anderson,Punjab,Binders,0.2,Corporate
532350,31-01-2024,Smartphone,Electronics,West,8,6224,1561.42,Canada,Sneha Brown,Delhi,Chairs,0.1,Home Office
251076,09-01-2024,Smartwatch,Electronics,North,5,2530,486.09,Canada,Priya Sharma,London,Accessories,0.05,Consumer
228457,06-04-2022,Headphones,Accessories,West,4,4108,462.17,India,Emma Johnson,Texas,Phones,0.2,Home Office
270116,22-05-2024,Printer,Office,South,5,1640,391.36,Australia,Priya Johnson,Texas,Tables,0.15,Corporate
219934,30-12-2023,Laptop,Electronics,South,1,111,19.33,USA,David Patel,London,Chairs,0,Consumer
194585,17-03-2022,Headphones,Accessories,North,1,445,128.89,India,Michael Taylor,Texas,Tables,0.15,Corporate
468283,24-05-2022,Printer,Office,North,4,3600,623.72,Australia,Priya Brown,California,Phones,0.15,Consumer
519788,09-06-2024,Mouse,Accessories,North,3,1335,176.44,UK,Priya Yadav,London,Paper,0.3,Home Office
664928,01-12-2024,Keyboard,Accessories,South,5,3090,242.15,India,Sneha Thomas,New South Wales,Tables,0,Consumer
210582,20-10-2023,Printer,Office,East,5,3910,538.52,Australia,Sneha Patel,Florida,Binders,0.05,Home Office
113780,05-03-2024,Camera,Electronics,South,1,219,32.67,Canada,Olivia Taylor,California,Chairs,0.1,Home Office
792412,05-12-2022,Smartphone,Electronics,West,5,390,27.77,Canada,Priya Patel,Maharashtra,Paper,0.1,Home Office
260708,05-08-2022,Laptop,Electronics,North,6,3294,359.61,UK,Sophia Johnson,Delhi,Paper,0.15,Consumer
244461,21-03-2023,Keyboard,Accessories,West,4,4572,1038.05,India,Michael Smith,Florida,Phones,0.05,Consumer
194768,08-02-2022,Monitor,Accessories,South,7,980,109.94,USA,Amit Taylor,New South Wales,Tables,0.2,Consumer
942130,01-04-2023,Headphones,Accessories,North,2,2262,532.12,Australia,David Taylor,Ontario,Binders,0.1,Consumer
220670,14-12-2022,Camera,Electronics,South,7,7518,1655.91,India,David Taylor,London,Paper,0.1,Consumer
928205,14-05-2022,Camera,Electronics,South,1,873,158.97,Australia,Amit Anderson,California,Chairs,0.05,Corporate
502869,16-02-2022,Mouse,Accessories,North,6,1512,423.03,India,Priya Johnson,London,Tables,0.1,Corporate
840799,28-08-2024,Laptop,Electronics,West,1,705,165.16,Canada,Olivia Anderson,Punjab,Phones,0.3,Home Office
528906,30-10-2023,Smartwatch,Electronics,North,8,3256,533.7,Australia,Michael Anderson,Maharashtra,Chairs,0.05,Consumer
552981,24-06-2023,Tablet,Electronics,West,4,556,81.77,Canada,David Smith,New South Wales,Binders,0.3,Consumer
247059,17-05-2023,Mouse,Accessories,East,9,7101,2105.82,India,David Sharma,California,Tables,0.1,Home Office
965920,06-04-2023,Laptop,Electronics,West,9,8802,1344.96,Australia,Michael Yadav,Maharashtra,Phones,0.3,Corporate
943766,26-03-2023,Headphones,Accessories,South,6,5592,1294.16,India,Michael Taylor,Uttar Pradesh,Chairs,0.05,Corporate
198300,12-10-2024,Tablet,Electronics,North,2,1852,168.92,UK,Emma Smith,Ontario,Paper,0,Consumer
809739,26-06-2022,Monitor,Accessories,East,1,195,57.88,Australia,Michael Singh,Uttar Pradesh,Binders,0.05,Consumer
230801,15-04-2022,Mouse,Accessories,East,9,7884,2054.02,Canada,Olivia Yadav,Texas,Binders,0.05,Home Office
107138,10-12-2023,Laptop,Electronics,East,5,4360,1160.55,USA,Olivia Brown,Uttar Pradesh,Tables,0.3,Corporate
876746,23-09-2024,Mouse,Accessories,North,6,4920,929.18,UK,Michael Smith,California,Phones,0,Consumer
629263,01-01-2022,Mouse,Accessories,East,3,3474,565,USA,Priya Brown,London,Tables,0,Consumer
229147,03-02-2022,Keyboard,Accessories,West,1,930,222.5,USA,Sophia Thomas,Punjab,Tables,0.3,Home Office
111860,14-03-2023,Tablet,Electronics,South,7,1421,248.02,India,Michael Taylor,Florida,Paper,0.15,Consumer
726848,24-08-2022,Headphones,Accessories,North,2,634,161.1,India,Emma Singh,Ontario,Paper,0,Corporate
787355,07-07-2024,Camera,Electronics,East,1,673,114.42,Canada,David Sharma,California,Tables,0.05,Corporate
304670,13-04-2022,Mouse,Accessories,South,5,3135,787.7,USA,Sneha Johnson,New South Wales,Accessories,0.15,Corporate
363347,08-05-2024,Smartphone,Electronics,East,6,882,184.48,UK,Emma Thomas,New South Wales,Paper,0.2,Corporate
252535,10-09-2024,Smartphone,Electronics,East,4,1192,212.77,UK,David Sharma,Uttar Pradesh,Chairs,0.3,Home Office
138440,18-06-2024,Printer,Office,South,3,390,112.08,Canada,Sneha Brown,Florida,Paper,0.15,Consumer
969642,10-09-2024,Tablet,Electronics,North,1,834,95.54,Australia,Sneha Anderson,Delhi,Paper,0.2,Consumer
280261,06-05-2022,Smartphone,Electronics,East,6,612,83.75,Canada,Sophia Johnson,Florida,Phones,0.2,Corporate
687086,18-06-2024,Headphones,Accessories,West,9,8073,710.23,UK,Priya Brown,Texas,Phones,0.3,Home Office
902289,29-10-2023,Keyboard,Accessories,North,8,2640,723.88,India,Sneha Thomas,Delhi,Accessories,0.2,Consumer
251004,13-11-2023,Smartphone,Electronics,North,3,3234,440.7,Australia,Sneha Thomas,Texas,Phones,0.1,Consumer
749214,21-08-2022,Monitor,Accessories,West,5,4435,355.51,Canada,Michael Anderson,New South Wales,Tables,0.1,Corporate
976064,04-03-2024,Smartwatch,Electronics,North,2,2302,305.07,UK,Rahul Sharma,Ontario,Accessories,0.2,Home Office
164032,17-04-2022,Camera,Electronics,East,6,1728,307.44,UK,Rahul Anderson,Delhi,Paper,0.2,Corporate
644037,20-12-2023,Laptop,Electronics,East,4,228,54.05,UK,Amit Brown,New South Wales,Paper,0.05,Consumer
514135,19-03-2022,Tablet,Electronics,West,6,3450,705.74,Australia,Amit Anderson,Maharashtra,Phones,0.3,Corporate
416346,07-07-2024,Smartphone,Electronics,South,8,7456,1702.48,USA,Priya Yadav,Delhi,Chairs,0.3,Home Office
641701,30-04-2023,Smartphone,Electronics,West,6,4728,705.85,USA,David Yadav,Maharashtra,Accessories,0.1,Home Office
818073,22-03-2024,Smartwatch,Electronics,North,7,945,124.62,Canada,Sophia Brown,Delhi,Tables,0.15,Corporate
746733,08-03-2022,Laptop,Electronics,North,4,296,65.05,Australia,Rahul Patel,New South Wales,Chairs,0.1,Home Office
924303,15-09-2023,Smartphone,Electronics,West,4,640,149.89,Australia,Emma Patel,Ontario,Chairs,0.3,Home Office
413980,01-03-2023,Tablet,Electronics,North,1,797,65.27,India,Olivia Patel,Punjab,Accessories,0.3,Consumer
688108,24-10-2023,Monitor,Accessories,North,4,1456,431.89,Australia,Priya Yadav,New South Wales,Chairs,0.05,Consumer
563675,22-04-2024,Monitor,Accessories,South,6,4038,364.11,Australia,Michael Patel,Punjab,Paper,0,Corporate
561017,27-06-2023,Tablet,Electronics,West,7,5656,355.81,India,David Smith,London,Accessories,0.3,Corporate
368315,13-04-2023,Mouse,Accessories,West,4,3876,302.37,India,Olivia Patel,Uttar Pradesh,Paper,0.15,Home Office
418792,19-05-2023,Keyboard,Accessories,South,6,1002,114.7,UK,Michael Patel,Maharashtra,Accessories,0.1,Consumer
680273,15-11-2024,Headphones,Accessories,East,9,2187,413.76,Australia,Michael Johnson,New South Wales,Tables,0.1,Corporate
534422,25-12-2023,Mouse,Accessories,North,6,7146,1627.42,USA,Amit Singh,Florida,Phones,0,Home Office
594649,31-03-2022,Keyboard,Accessories,South,1,189,14.88,Canada,Rahul Singh,Texas,Phones,0.3,Home Office
610311,24-04-2024,Monitor,Accessories,East,5,940,266.02,USA,Michael Brown,Maharashtra,Tables,0.3,Home Office
575206,10-01-2022,Headphones,Accessories,North,1,951,127.58,Canada,Priya Anderson,Ontario,Accessories,0,Consumer
268318,17-11-2022,Printer,Office,East,2,124,27.42,UK,Priya Johnson,New South Wales,Accessories,0.3,Consumer
662859,29-06-2024,Mouse,Accessories,West,9,7506,594.28,Australia,Emma Thomas,Punjab,Phones,0.05,Consumer
322683,14-11-2022,Monitor,Accessories,West,7,8176,2308.76,Canada,Priya Sharma,London,Binders,0.3,Home Office
633322,11-08-2023,Smartphone,Electronics,East,5,2125,632.68,USA,David Thomas,London,Binders,0.1,Corporate
324476,22-05-2024,Headphones,Accessories,North,1,967,59.98,UK,David Patel,Florida,Binders,0,Consumer
771409,19-03-2022,Headphones,Accessories,South,5,270,29.41,India,Olivia Singh,Uttar Pradesh,Accessories,0.2,Corporate
945840,23-10-2022,Keyboard,Accessories,West,9,10035,1486.3,Canada,Amit Anderson,Maharashtra,Tables,0.1,Home Office
584706,26-02-2023,Printer,Office,North,8,6792,1125.23,Canada,Priya Taylor,Florida,Paper,0.3,Corporate
372857,03-10-2024,Printer,Office,East,1,714,99.13,Canada,Amit Yadav,London,Chairs,0.3,Home Office
411666,17-07-2022,Smartphone,Electronics,South,5,765,157.64,Canada,Rahul Singh,California,Binders,0.2,Consumer
345614,04-11-2024,Headphones,Accessories,East,7,4221,358.02,USA,David Johnson,Uttar Pradesh,Phones,0.15,Home Office
505835,24-02-2023,Laptop,Electronics,North,4,2108,576.48,UK,Olivia Yadav,Maharashtra,Accessories,0.1,Consumer
365364,08-08-2024,Monitor,Accessories,North,9,10530,2387.63,UK,Priya Taylor,Punjab,Tables,0.05,Corporate
253994,14-05-2024,Keyboard,Accessories,South,6,3396,914.17,India,Rahul Thomas,California,Chairs,0.3,Home Office
154566,15-01-2022,Monitor,Accessories,North,4,1060,213.05,Australia,John Singh,Ontario,Binders,0.15,Home Office
322637,10-05-2022,Tablet,Electronics,East,5,480,73.07,Canada,Priya Patel,Uttar Pradesh,Paper,0.2,Home Office
936263,10-03-2022,Headphones,Accessories,West,3,2529,285.65,Canada,Priya Singh,Punjab,Accessories,0,Consumer
841064,23-01-2022,Smartwatch,Electronics,East,8,4792,511.97,Australia,Rahul Singh,London,Accessories,0.3,Corporate
101468,19-09-2024,Smartwatch,Electronics,East,8,8056,605.8,USA,Amit Anderson,London,Paper,0.3,Corporate
747336,06-06-2024,Tablet,Electronics,North,4,4228,947.76,Australia,Michael Sharma,California,Binders,0.15,Home Office
545693,10-10-2024,Tablet,Electronics,East,1,653,93.78,India,Amit Taylor,New South Wales,Binders,0,Consumer
519746,24-03-2024,Tablet,Electronics,North,9,7452,1212.51,UK,Olivia Patel,Florida,Accessories,0.15,Consumer
630008,21-07-2023,Mouse,Accessories,East,4,4128,1156.71,Canada,Amit Patel,Maharashtra,Chairs,0.15,Corporate
559271,21-07-2022,Tablet,Electronics,West,5,5090,1201.56,Canada,John Anderson,California,Paper,0.3,Consumer
645016,01-09-2022,Camera,Electronics,North,5,4930,387.33,Canada,Michael Smith,Punjab,Chairs,0.05,Home Office
764668,20-04-2023,Smartwatch,Electronics,South,6,2610,434.37,Australia,Priya Sharma,New South Wales,Phones,0.1,Corporate
643413,11-12-2023,Laptop,Electronics,North,3,2139,415.84,USA,Olivia Sharma,California,Binders,0.15,Home Office
962241,29-09-2024,Tablet,Electronics,South,1,226,55.4,UK,John Taylor,Ontario,Accessories,0.2,Home Office
200986,20-11-2023,Smartwatch,Electronics,West,2,2244,212.08,India,Amit Yadav,Uttar Pradesh,Binders,0.1,Consumer
737142,15-07-2023,Monitor,Accessories,East,6,3150,578.87,India,Emma Johnson,Ontario,Tables,0.05,Corporate
243104,24-12-2023,Laptop,Electronics,South,7,3388,347.19,UK,Priya Anderson,Texas,Binders,0.05,Home Office
590896,13-08-2023,Laptop,Electronics,East,8,8736,580.31,Australia,Priya Anderson,New South Wales,Accessories,0.05,Corporate
187994,24-04-2022,Smartphone,Electronics,South,2,1102,176.53,Canada,Rahul Smith,Texas,Chairs,0.1,Corporate
600455,13-07-2024,Monitor,Accessories,East,3,2640,199.97,India,Emma Taylor,London,Tables,0.1,Home Office
158100,11-06-2022,Printer,Office,West,3,2547,300.74,Australia,Priya Sharma,London,Tables,0.2,Corporate
853607,28-10-2024,Laptop,Electronics,North,7,728,64.82,Australia,Olivia Anderson,California,Tables,0.3,Corporate
847118,24-11-2022,Camera,Electronics,South,7,3444,607.44,USA,Sophia Anderson,Ontario,Phones,0,Consumer
924002,03-10-2024,Camera,Electronics,West,5,3140,853.66,India,Priya Thomas,Punjab,Chairs,0.3,Corporate
331941,24-03-2024,Smartphone,Electronics,East,3,435,129.27,India,Amit Yadav,Ontario,Paper,0.3,Home Office
560714,28-06-2024,Keyboard,Accessories,East,4,856,72.99,Canada,Amit Sharma,Punjab,Phones,0,Corporate
919928,31-05-2022,Printer,Office,North,2,112,23.33,USA,Sneha Patel,New South Wales,Chairs,0.1,Corporate
114849,25-03-2024,Headphones,Accessories,North,3,2247,507.79,UK,Emma Taylor,London,Paper,0,Corporate
686531,31-01-2023,Keyboard,Accessories,West,2,1512,298.73,UK,John Smith,Texas,Phones,0.15,Consumer
248890,23-06-2024,Mouse,Accessories,South,5,4915,1196.6,Canada,Amit Brown,New South Wales,Accessories,0,Home Office
689388,16-08-2023,Mouse,Accessories,South,3,2709,663.54,India,Sophia Smith,Punjab,Chairs,0.15,Corporate
977435,10-06-2023,Tablet,Electronics,North,7,1239,118.36,India,John Singh,California,Binders,0.15,Corporate
569292,09-05-2023,Tablet,Electronics,West,2,572,86.16,Canada,Rahul Singh,Ontario,Accessories,0.15,Home Office
168000,08-05-2022,Smartwatch,Electronics,North,2,1708,93.25,USA,David Thomas,Delhi,Paper,0.15,Consumer
696139,06-11-2024,Smartwatch,Electronics,North,4,360,42.66,Canada,Priya Thomas,Punjab,Chairs,0.3,Consumer
755371,08-12-2022,Camera,Electronics,North,6,3822,388.34,India,Rahul Singh,London,Paper,0.1,Consumer
179686,25-09-2022,Camera,Electronics,North,6,4680,932.97,Australia,David Singh,California,Chairs,0.05,Home Office
142773,10-07-2024,Camera,Electronics,North,5,2520,487.18,Australia,Amit Sharma,California,Binders,0,Consumer
762459,29-03-2024,Smartwatch,Electronics,North,2,2138,619.29,USA,John Thomas,Punjab,Accessories,0.2,Corporate
608581,11-01-2022,Keyboard,Accessories,West,3,2529,169.6,Australia,Olivia Taylor,Ontario,Tables,0,Home Office
657924,08-04-2022,Keyboard,Accessories,East,1,236,29.33,UK,John Thomas,Uttar Pradesh,Tables,0,Corporate
511121,21-01-2024,Tablet,Electronics,West,6,2730,636.48,Canada,Rahul Yadav,London,Binders,0.2,Corporate
264774,27-04-2023,Headphones,Accessories,North,3,3021,872.49,UK,Emma Anderson,Punjab,Binders,0,Consumer
424532,06-11-2024,Smartwatch,Electronics,North,2,244,16.78,USA,Amit Thomas,Ontario,Phones,0,Consumer
212071,11-05-2022,Camera,Electronics,South,8,728,120.06,UK,Olivia Johnson,Texas,Chairs,0.2,Corporate
653105,02-10-2022,Mouse,Accessories,North,3,453,89.49,UK,Sneha Sharma,Uttar Pradesh,Accessories,0.2,Consumer
630241,12-01-2022,Laptop,Electronics,South,1,379,84.38,India,Olivia Johnson,Florida,Tables,0.2,Consumer
985355,09-01-2023,Tablet,Electronics,West,3,2130,510.69,India,John Smith,Delhi,Phones,0.3,Consumer
740215,04-05-2023,Monitor,Accessories,North,8,4120,710.11,USA,Priya Taylor,Texas,Chairs,0,Home Office
626169,07-09-2024,Smartwatch,Electronics,South,7,3150,299.7,India,Amit Thomas,Texas,Binders,0.05,Consumer
434485,17-05-2022,Smartwatch,Electronics,East,7,2688,603.07,UK,Rahul Smith,New South Wales,Chairs,0,Home Office
783741,17-08-2023,Tablet,Electronics,East,2,1752,501.19,Canada,Michael Brown,Punjab,Chairs,0.2,Home Office
586666,07-09-2023,Keyboard,Accessories,North,7,7308,948.4,Australia,Sneha Johnson,Ontario,Chairs,0.1,Consumer
698857,11-05-2022,Tablet,Electronics,North,3,2007,160.84,India,Amit Patel,New South Wales,Chairs,0.1,Corporate
249717,12-05-2023,Tablet,Electronics,West,7,7224,479.23,UK,David Yadav,Ontario,Binders,0.15,Corporate
110580,08-05-2023,Monitor,Accessories,South,9,6939,1249.31,Australia,David Johnson,Ontario,Chairs,0.05,Corporate
828925,18-02-2023,Smartphone,Electronics,East,7,5516,1475.67,USA,Amit Anderson,Florida,Paper,0.2,Consumer
721021,29-01-2022,Printer,Office,South,2,2224,116.47,India,Sneha Patel,California,Tables,0.2,Consumer
894226,12-01-2023,Laptop,Electronics,South,5,3985,824.4,Canada,Emma Brown,Uttar Pradesh,Binders,0,Consumer
348964,03-01-2022,Camera,Electronics,North,7,2723,638.26,Canada,Emma Yadav,Ontario,Chairs,0.3,Corporate
289967,20-10-2022,Tablet,Electronics,North,2,746,170.75,Canada,Priya Anderson,Punjab,Binders,0.05,Corporate
119292,21-08-2024,Laptop,Electronics,West,5,3170,245.25,UK,Sophia Taylor,Florida,Phones,0.05,Home Office
687089,11-12-2023,Smartwatch,Electronics,East,5,550,63.11,UK,David Sharma,Ontario,Accessories,0.1,Corporate
926302,14-08-2022,Tablet,Electronics,North,8,480,132.45,Australia,Amit Brown,Ontario,Accessories,0,Corporate
501435,03-06-2024,Printer,Office,East,4,3284,354.4,USA,Michael Thomas,Florida,Phones,0.15,Corporate
948250,23-01-2024,Smartwatch,Electronics,South,2,1748,183.75,UK,David Johnson,London,Chairs,0.2,Consumer
255267,20-11-2023,Headphones,Accessories,North,8,824,240.84,UK,Sophia Anderson,Uttar Pradesh,Paper,0.3,Home Office
828564,03-03-2022,Headphones,Accessories,North,4,1872,448.46,Australia,Rahul Yadav,New South Wales,Chairs,0.3,Corporate
804118,20-02-2024,Tablet,Electronics,West,3,627,103.98,USA,Olivia Taylor,Punjab,Phones,0.3,Consumer
417732,09-08-2024,Camera,Electronics,East,9,5661,1104.02,Australia,Rahul Singh,California,Accessories,0.05,Consumer
724905,19-06-2022,Camera,Electronics,North,3,2910,765.47,India,David Yadav,Maharashtra,Paper,0.1,Consumer
716874,01-09-2024,Tablet,Electronics,South,9,9036,1087.46,USA,Amit Singh,Ontario,Tables,0,Corporate
286941,30-08-2024,Tablet,Electronics,West,5,4815,338.31,USA,John Sharma,Ontario,Binders,0.3,Home Office
558402,12-08-2022,Mouse,Accessories,South,1,1187,206.28,UK,Priya Brown,Uttar Pradesh,Tables,0.05,Corporate
326873,04-08-2022,Headphones,Accessories,East,3,3339,732.92,India,Olivia Yadav,Texas,Chairs,0.2,Home Office
215037,20-02-2024,Tablet,Electronics,East,1,620,165.43,USA,Sneha Johnson,Texas,Paper,0.05,Consumer
255815,26-02-2023,Camera,Electronics,West,5,2025,414.42,UK,Olivia Anderson,California,Phones,0.15,Corporate
385918,20-11-2024,Printer,Office,East,5,3030,811.92,Australia,Emma Taylor,Texas,Phones,0.2,Home Office
